"age","bmass","mu","sigma","nu"
20,155.8,288.453778275047,0.100273544097964,1.40064113571733
20,155.9,288.583944449816,0.100280618392803,1.39979698779503
20,156,288.714169362707,0.100287693186734,1.39895338116672
20,156.1,288.844453040225,0.100294768479791,1.39811031513867
20,156.2,288.974795508888,0.100301844272009,1.39726778901844
20,156.3,289.105196795226,0.100308920563424,1.39642580211498
20,156.4,289.235656925781,0.100315997354072,1.39558435373851
20,156.5,289.366175927106,0.100323074643987,1.3947434432006
20,156.6,289.496753825767,0.100330152433204,1.39390306981414
20,156.7,289.627390648342,0.100337230721759,1.39306323289334
20,156.8,289.758086421421,0.100344309509687,1.3922239317537
20,156.9,289.888841171605,0.100351388797024,1.39138516571205
20,157,290.019654925508,0.100358468583803,1.39054693408652
20,157.1,290.150527709755,0.100365548870062,1.38970923619654
20,157.2,290.281459550985,0.100372629655834,1.38887207136284
20,157.3,290.412450475847,0.100379710941156,1.38803543890745
20,157.4,290.543500511002,0.100386792726062,1.38719933815369
20,157.5,290.674609683127,0.100393875010588,1.38636376842617
20,157.6,290.805778018904,0.100400957794768,1.38552872905078
20,157.7,290.937005545032,0.100408041078639,1.38469421935469
20,157.8,291.068292288223,0.100415124862235,1.38386023866638
20,157.9,291.199638275196,0.100422209145592,1.38302678631556
20,158,291.331043532687,0.100429293928745,1.38219386163325
20,158.1,291.462508087442,0.100436379211729,1.38136146395172
20,158.2,291.594031966218,0.100443464994579,1.38052959260452
20,158.3,291.725615195786,0.100450551277332,1.37969824692646
